HOUSEID,VARSTRAT,WTHHFIN,DRVRCNT,CDIVMSAR,CENSUS_D,CENSUS_R,HH_HISP,HH_RACE,HHFAMINC,HHRELATD,HHRESP,HHSIZE,HHSTATE,HHSTFIPS,HHVEHCNT,HOMEOWN,HOMETYPE,MSACAT,MSASIZE,NUMADLT,RAIL,RESP_CNT,SCRESP,TRAVDAY,URBAN,URBANSIZE,URBRUR,WRKCOUNT,TDAYDATE,FLAG100,LIF_CYC,CNTTDHH,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,HH_CBSA,HHC_MSA
21147638,41,129.14759347,2,23,02,01,02,01,10,-1,01,5,NY,36,2,01,01,03,02,2,02,5,-1,01,01,01,01,1,200808,01,06,21,TC,300,30,750,350,300,20,300,XXXXX,XXXX
21147665,7,329.12668277,2,72,07,03,02,01,13,-1,01,4,TX,48,3,01,01,02,04,2,02,4,-1,03,04,06,02,2,200811,01,06,15,TC,50,20,300,25,50,20,300,41700,7240
21147740,34,679.46973593,1,21,02,01,01,02,10,-1,01,1,NY,36,1,01,01,01,05,1,01,1,01,04,04,06,02,1,200812,01,01,4,U,7000,20,17000,3000,7000,20,17000,35620,5602
21147852,29,758.35853412,4,63,06,03,02,01,09,-1,01,5,TN,47,4,01,01,03,02,4,02,3,-1,01,04,06,02,1,200810,02,04,5,TC,300,20,300,150,300,5,300,XXXXX,XXXX
21148242,18,117.148868,2,92,09,04,02,03,17,-1,01,3,CA,06,2,01,01,02,04,2,02,2,-1,03,01,04,01,2,200805,01,04,5,U,3000,40,7000,750,3000,40,7000,41740,7320
21148251,96,250.47595947,2,94,09,04,02,01,14,-1,01,2,CA,06,2,01,04,04,06,2,02,2,-1,04,04,06,02,1,200807,01,10,2,TC,50,20,50,25,50,20,50,XXXXX,-1
21148288,38,59.089950307,2,52,05,03,02,01,18,-1,01,2,VA,51,2,01,01,02,04,2,02,1,-1,01,01,04,01,1,200901,02,10,2,C,1500,5,3000,750,750,5,3000,47260,5720
21148336,30,88.816143771,1,53,05,03,02,01,07,-1,01,1,SC,45,1,01,01,03,03,1,02,1,01,03,01,01,01,0,200810,01,09,4,C,750,40,1500,3000,750,40,1500,XXXXX,XXXX
21148635,78,177.2869802,2,54,05,03,02,01,12,-1,01,3,GA,13,3,01,01,04,06,2,02,3,-1,04,04,06,02,1,200812,01,06,4,TC,300,30,300,350,300,30,300,XXXXX,-1
21148701,12,935.91112514,2,73,07,03,02,01,06,-1,01,2,TX,48,1,02,03,03,03,2,02,2,-1,06,01,03,01,1,200804,01,10,5,U,3000,30,17000,3000,3000,40,17000,XXXXX,XXXX
21149052,35,13.467434915,2,83,08,04,02,01,17,-1,01,2,AZ,04,2,01,01,03,03,2,02,2,-1,05,01,03,01,0,200811,01,10,6,TC,300,0,750,150,300,0,750,XXXXX,XXXX
21149164,49,187.49647176,2,72,07,03,02,01,15,-1,01,3,TX,48,3,01,01,02,04,2,02,3,-1,02,04,06,02,2,200809,01,08,2,TC,50,20,50,25,50,20,300,12420,0640
21149294,100,120.79659551,3,43,04,02,02,01,-7,-1,01,5,IA,19,3,01,01,03,01,2,02,5,-1,05,04,06,02,3,200806,01,06,4,TC,50,5,50,25,50,5,50,XXXXX,XXXX
21149913,25,621.70899714,2,72,07,03,02,03,06,-1,01,2,TX,48,1,02,03,02,05,2,02,1,-1,04,01,04,01,0,200808,02,10,0,U,3000,80,7000,750,7000,90,17000,26420,3362
21150290,5,63.169709947,2,92,09,04,02,01,18,-1,01,2,CA,06,3,01,01,02,04,2,02,2,-1,04,01,04,01,0,200805,01,10,11,S,750,5,1500,1500,300,0,1500,41740,7320
21151121,89,19.464606188,2,43,04,02,02,01,18,-1,01,2,SD,46,3,01,01,03,01,2,02,2,-1,02,04,06,02,2,200810,01,02,12,TC,50,20,300,75,300,20,300,XXXXX,XXXX
21151224,4,191.55584714,2,54,05,03,02,01,-7,-1,01,2,FL,12,1,01,04,04,06,2,02,2,-1,06,04,06,02,0,200809,01,10,20,TC,50,5,50,25,50,5,50,XXXXX,-1
21151260,49,382.4470392,2,91,09,04,02,01,18,-1,01,4,CA,06,2,01,01,01,05,2,01,3,-1,03,01,05,01,2,200812,01,04,10,S,3000,40,7000,3000,1500,30,7000,41860,7362
21151318,40,3743.9886012,2,73,07,03,02,01,07,-1,01,3,LA,22,2,01,01,03,01,2,02,2,-1,06,04,06,02,1,200809,01,04,16,TC,50,5,50,25,50,5,300,XXXXX,XXXX
21151493,55,154.2759298,4,74,07,03,02,01,06,-1,01,5,TX,48,4,01,01,04,06,3,02,3,-1,05,04,06,02,2,200901,02,06,18,TC,300,30,300,150,300,5,300,XXXXX,-1
21151596,44,55.145643715,1,23,02,01,02,01,06,-1,01,4,NY,36,2,01,01,03,03,1,02,2,-1,07,04,06,02,1,200804,01,05,6,TC,50,20,300,25,50,5,300,XXXXX,XXXX
21151644,100,320.78042884,3,43,04,02,02,01,16,-1,01,3,IA,19,4,01,01,03,03,3,02,3,-1,01,01,03,01,0,200806,01,10,2,S,750,30,1500,1500,1500,20,3000,XXXXX,XXXX
21151774,97,26.719501017,2,23,02,01,02,01,18,-1,01,2,NY,36,2,01,01,03,03,2,02,2,-1,03,01,01,01,0,200808,01,02,12,TC,300,5,750,150,300,5,750,XXXXX,XXXX
21151989,3,397.23143856,3,52,05,03,02,01,18,-1,01,3,NC,37,4,01,01,02,04,2,02,3,-1,03,04,06,02,2,200812,01,08,13,TC,300,30,1500,150,300,5,1500,16740,1520
21152388,86,454.43459954,2,54,05,03,02,01,16,-1,01,2,VA,51,2,01,01,04,06,2,02,2,-1,03,04,06,02,2,200806,01,02,12,TC,50,20,50,25,50,20,50,XXXXX,-1
21153031,30,280.3332411,0,51,05,03,01,01,03,-1,01,1,FL,12,0,01,03,01,05,1,01,1,01,02,01,05,01,0,200903,01,09,0,S,3000,20,7000,3000,3000,20,7000,33100,4992
21153282,75,2330.0721263,2,11,01,01,02,01,18,-1,01,2,MA,25,2,01,01,01,05,2,01,2,-1,07,01,05,01,2,200901,01,10,9,S,1500,30,7000,1500,3000,5,7000,14460,1122
21153723,16,2109.3332048,2,33,03,02,02,01,17,-1,01,2,OH,39,3,01,01,03,01,2,02,2,-1,05,01,01,01,2,200808,01,02,9,TC,750,40,1500,350,300,20,750,XXXXX,XXXX
21153901,40,169.05439019,2,52,05,03,02,01,10,-1,01,2,FL,12,2,01,01,02,04,2,02,2,-1,06,04,06,02,0,200805,01,10,2,TC,50,5,50,25,50,5,50,45300,8280
21154047,84,252.95780557,2,73,07,03,02,01,06,-1,01,2,TX,48,3,01,01,03,01,2,02,2,-1,02,01,01,01,2,200809,01,02,12,C,1500,50,3000,1500,1500,50,7000,XXXXX,XXXX
21154216,16,570.90505761,2,84,08,04,02,01,18,-1,01,2,MT,30,2,01,01,04,06,2,02,2,-1,03,02,06,01,2,200804,01,02,8,C,3000,50,7000,3000,3000,40,7000,XXXXX,-1
21154270,37,382.6318196,0,54,05,03,02,01,06,-1,01,1,DE,10,0,01,01,04,06,1,02,1,01,05,02,06,01,0,200804,01,09,4,TC,300,5,300,150,750,5,750,XXXXX,-1
21154663,6,272.2195179,2,72,07,03,02,01,18,-1,01,4,TX,48,2,01,01,02,05,2,02,4,-1,04,04,06,02,2,200810,01,06,14,TC,300,5,750,75,300,5,300,26420,3362
21154711,1,168.78220457,0,92,09,04,02,01,04,-1,01,1,CA,06,0,02,01,02,04,1,02,1,01,01,01,04,01,0,200812,01,09,2,C,3000,70,17000,5000,3000,80,17000,41740,7320
21155165,88,92.576959425,2,53,05,03,02,01,04,-1,01,2,FL,12,2,01,04,03,02,2,02,2,-1,07,01,02,01,0,200812,01,02,18,C,1500,40,3000,750,1500,40,3000,XXXXX,XXXX
21156041,71,129.13514883,1,92,09,04,02,01,13,-1,01,1,CA,06,1,01,03,02,04,1,02,1,01,02,01,04,01,0,200902,01,09,4,S,300,5,300,25,1500,5,3000,41740,7320
21156500,1,402.42999222,2,52,05,03,01,07,18,-1,01,2,FL,12,2,01,01,02,04,2,02,2,-1,01,01,05,01,1,200809,01,02,6,S,750,30,3000,750,300,5,750,33100,8960
21156854,95,1491.7104714,2,72,07,03,02,01,04,-1,01,2,OK,40,1,01,03,02,04,2,02,1,-1,03,01,03,01,0,200903,02,02,0,C,3000,50,7000,1500,1500,40,3000,36420,5880
21157262,26,870.20749776,2,91,09,04,01,07,03,-1,01,4,CA,06,2,01,01,01,05,2,01,4,-1,03,01,03,01,1,200809,01,06,16,S,750,0,3000,1500,750,0,1500,31100,4472
21157691,74,266.18262682,2,24,02,01,02,01,18,-1,01,2,NY,36,4,01,01,04,06,2,02,2,-1,04,04,06,02,2,200902,01,02,6,TC,50,20,50,25,50,20,50,XXXXX,-1
21157945,32,172.97012386,1,92,09,04,02,01,18,-1,01,2,CA,06,1,01,01,02,04,2,02,2,-1,07,01,04,01,2,200810,01,02,10,S,1500,5,3000,750,1500,5,3000,41740,7320
21158148,95,23.751807409,3,43,04,02,02,01,12,-1,01,4,SD,46,5,01,04,03,01,2,02,4,-1,06,04,06,02,2,200808,01,06,25,TC,50,20,50,25,300,20,300,XXXXX,XXXX
21158380,13,31.683688854,1,43,04,02,02,01,06,-1,01,1,IA,19,1,01,01,03,01,1,02,1,01,06,01,01,01,0,200812,01,09,0,S,1500,30,3000,1500,750,40,1500,XXXXX,XXXX
21158942,47,211.25459778,2,72,07,03,02,01,18,-1,01,3,TX,48,2,01,01,02,05,2,02,2,-1,01,01,04,01,1,200808,01,06,13,S,1500,40,3000,350,750,30,3000,19100,1922
21158979,17,39.15313741,1,82,08,04,02,01,07,-1,01,2,AZ,04,2,01,01,02,05,2,02,2,-1,07,01,04,01,0,200811,01,10,10,C,3000,30,7000,5000,3000,30,7000,38060,6200
21159006,90,147.62611175,2,92,09,04,02,01,18,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,02,01,04,01,2,200809,01,02,9,C,1500,60,7000,3000,3000,50,7000,41740,7320
21159042,39,377.89914664,2,94,09,04,02,01,18,-1,01,2,CA,06,2,01,01,04,06,2,02,2,-1,02,04,06,02,1,200804,01,10,6,TC,300,30,300,150,300,30,300,XXXXX,-1
21159266,61,58.133553227,0,72,07,03,02,01,02,-1,01,1,TX,48,0,01,01,02,04,1,02,1,01,02,04,06,02,0,200808,01,01,0,TC,50,5,50,25,50,5,50,41700,7240
21159613,54,129.87861272,2,21,02,01,02,01,18,-1,01,2,NY,36,2,01,01,01,05,2,01,2,-1,07,04,06,02,1,200808,01,02,10,U,3000,20,7000,1500,3000,20,7000,35620,5602
21159864,65,213.7608981,2,54,05,03,02,01,10,-1,01,2,SC,45,2,01,01,04,06,2,02,2,-1,03,02,06,01,0,200901,01,10,4,TC,50,20,50,25,300,30,750,XXXXX,-1
21160226,27,200.64761199,2,93,09,04,02,01,09,-1,01,2,CA,06,2,01,01,03,03,2,02,2,-1,04,04,06,02,0,200904,01,10,6,TC,50,20,50,25,50,5,50,XXXXX,XXXX
21160767,56,179.86922679,2,72,07,03,02,01,18,-1,01,2,TX,48,3,01,01,02,05,2,02,2,-1,01,01,04,01,1,200807,01,02,6,C,3000,60,7000,5000,1500,5,7000,19100,1922
21160945,23,118.29793048,2,72,07,03,02,01,18,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,01,01,03,01,0,200901,01,10,3,S,3000,50,7000,350,3000,50,7000,12420,0640
21160954,57,466.25472964,1,54,05,03,02,01,02,-1,01,1,GA,13,1,02,03,04,06,1,02,1,01,06,01,01,01,0,200807,01,09,3,C,1500,50,3000,3000,1500,50,3000,XXXXX,-1
21161803,89,387.15105618,2,53,05,03,02,01,18,-1,01,5,FL,12,3,01,01,03,02,2,02,4,-1,05,01,02,01,1,200901,01,04,12,C,1500,30,3000,750,1500,30,3000,XXXXX,XXXX
21161906,93,354.73503579,2,54,05,03,02,01,14,-1,01,2,FL,12,2,01,01,04,06,2,02,2,-1,01,04,06,02,0,200810,01,10,8,TC,300,30,300,75,300,40,750,XXXXX,-1
21162097,39,51.573219151,1,53,05,03,02,01,03,-1,01,2,VA,51,2,01,04,03,01,2,02,2,-1,01,01,01,01,0,200806,01,10,2,C,3000,70,7000,5000,3000,60,7000,XXXXX,XXXX
21162985,11,819.18272779,2,53,05,03,02,02,08,-1,01,4,GA,13,2,02,01,03,01,2,02,4,-1,07,01,01,01,2,200812,01,06,22,TC,750,60,3000,750,300,50,1500,XXXXX,XXXX
21163188,82,140.89954319,2,72,07,03,02,01,10,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,01,01,03,01,0,200811,01,10,8,TC,300,5,750,150,1500,5,3000,12420,0640
21163348,86,31.480689937,2,53,05,03,02,01,18,-1,01,2,GA,13,3,01,01,03,02,2,02,2,-1,05,01,02,01,2,200812,01,02,6,C,750,5,1500,1500,750,5,1500,XXXXX,XXXX
21163478,66,1567.6055044,2,53,05,03,02,01,03,-1,01,2,NC,37,1,02,04,03,01,2,02,1,-1,06,04,06,02,0,200902,02,02,4,TC,50,30,300,150,50,30,50,XXXXX,XXXX
21163955,2,35.67656842,2,43,04,02,02,01,18,-1,01,2,IA,19,2,01,01,03,03,2,02,2,-1,02,04,06,02,2,200804,01,02,14,TC,50,20,50,25,50,20,50,XXXXX,XXXX
21164064,82,352.47470781,0,24,02,01,02,01,08,-1,01,2,NY,36,0,01,01,04,06,2,02,2,-1,05,04,06,02,1,200903,01,02,3,TC,50,20,50,25,50,30,50,XXXXX,-1
21164194,67,12.651322354,2,83,08,04,02,01,17,-1,01,2,AZ,04,2,01,01,03,03,2,02,2,-1,02,01,03,01,2,200811,01,02,8,S,1500,5,3000,150,1500,5,3000,XXXXX,XXXX
21164644,4,299.3255161,2,72,07,03,02,01,18,-1,01,2,TX,48,2,01,01,02,05,2,02,2,-1,07,01,01,01,2,200809,01,02,2,C,750,20,1500,350,1500,0,3000,26420,3362
21165182,72,93.753557074,2,53,05,03,02,01,13,-1,01,3,VA,51,3,01,01,03,02,3,02,3,-1,07,02,06,01,0,200808,01,10,11,TC,50,30,300,75,300,30,300,XXXXX,XXXX
21165436,74,390.63178326,0,72,07,03,02,01,-8,-1,01,1,TX,48,0,02,03,02,04,1,02,1,01,02,01,04,01,0,200903,01,09,0,S,1500,30,7000,1500,1500,5,7000,41700,7240
21165548,73,148.0710397,2,72,07,03,02,01,18,-1,01,4,TX,48,2,01,01,02,05,2,02,4,-1,06,04,06,02,1,200901,01,06,22,S,750,20,1500,350,300,30,750,26420,3362
21166161,58,103.14785042,2,74,07,03,02,01,11,-1,01,2,TX,48,2,01,01,04,06,2,02,2,-1,07,02,06,01,0,200806,01,10,2,TC,750,30,1500,750,300,5,750,XXXXX,-1
21166264,79,50.787182778,3,54,05,03,02,01,15,-1,01,3,GA,13,4,01,01,04,06,3,02,3,-1,04,04,06,02,0,200901,01,10,22,TC,50,20,50,25,50,20,50,XXXXX,-1
21166479,22,156.5206512,2,92,09,04,02,01,18,-1,01,5,CA,06,2,01,01,02,04,2,02,2,-1,07,01,04,01,0,200904,02,04,14,S,1500,5,3000,1500,1500,5,7000,41740,7320
21166536,96,215.19852202,2,72,07,03,01,01,04,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,06,01,04,01,0,200901,01,10,4,U,3000,50,7000,1500,1500,5,7000,41700,7240
21166639,18,60.055102704,2,43,04,02,02,01,01,-1,01,3,SD,46,2,01,01,03,01,3,02,2,-1,06,01,01,01,1,200807,02,10,6,S,1500,40,3000,3000,750,30,3000,XXXXX,XXXX
21166714,30,62.672699546,2,54,05,03,02,01,18,-1,01,2,FL,12,1,01,01,04,06,2,02,2,-1,03,02,06,01,1,200812,01,02,8,TC,300,20,300,75,300,20,750,XXXXX,-1
21166769,44,2281.2521364,3,74,07,03,02,01,17,-1,01,3,LA,22,4,01,01,04,06,2,02,3,-1,05,04,06,02,2,200812,01,08,20,TC,300,30,300,75,50,30,300,XXXXX,-1
21166901,6,121.51315386,0,52,05,03,02,02,02,-1,01,1,NC,37,0,02,02,02,04,1,02,1,01,01,01,01,01,0,200903,01,01,2,S,750,80,3000,1500,750,60,1500,XXXXX,3120
21167225,2,153.88146607,1,92,09,04,02,01,14,-1,01,1,CA,06,2,01,01,02,04,1,02,1,01,05,01,04,01,0,200804,01,09,4,U,3000,50,7000,5000,3000,60,7000,41740,7320
21167467,68,94.503565067,3,52,05,03,02,01,16,-1,01,3,NC,37,3,01,01,02,04,2,02,3,-1,04,01,02,01,2,200807,01,08,25,TC,300,20,750,350,300,5,300,XXXXX,3120
21168398,45,352.75129798,2,72,07,03,02,02,17,-1,01,2,TX,48,2,01,01,02,05,2,02,2,-1,05,01,04,01,2,200811,01,02,6,S,750,20,3000,750,750,5,1500,19100,1922
21168491,10,239.89025479,2,51,05,03,02,01,18,-1,01,4,FL,12,2,01,01,01,05,2,01,4,-1,05,01,05,01,1,200901,01,06,39,S,750,5,3000,350,750,0,1500,33100,4992
21168633,54,108.27550585,2,92,09,04,02,01,10,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,04,01,04,01,2,200807,01,10,15,C,3000,5,7000,350,3000,20,7000,41740,7320
21169069,11,2878.4802687,0,91,09,04,02,01,04,-1,01,1,CA,06,0,02,03,01,05,1,01,1,01,01,01,04,01,1,200804,01,09,6,C,1500,90,3000,5000,1500,90,3000,40140,4472
21169416,5,129.24503639,1,92,09,04,02,01,-7,-1,01,1,CA,06,1,01,03,02,04,1,02,1,01,03,01,04,01,0,200903,01,09,10,S,1500,20,7000,1500,1500,20,7000,41740,7320
21169591,24,1467.5461799,2,31,03,02,02,06,18,-1,01,7,IL,17,1,01,01,01,05,2,01,1,-1,03,01,05,01,1,200812,02,04,6,S,1500,30,7000,3000,3000,50,7000,16980,1602
21169676,7,154.94028074,2,21,02,01,02,01,18,-1,01,2,NY,36,2,01,01,01,05,2,01,2,-1,02,01,05,01,0,200901,01,10,12,S,1500,20,3000,1500,1500,5,3000,35620,5602
21169694,16,56.076940182,2,24,02,01,02,01,10,-1,01,4,NY,36,1,01,01,04,06,2,02,2,-1,03,01,01,01,1,200903,01,04,11,C,300,50,750,150,3000,70,7000,XXXXX,-1
21169742,44,84.614906803,2,24,02,01,02,01,17,-1,01,5,NY,36,2,01,01,04,06,2,02,3,-1,02,02,06,01,2,200811,01,04,15,TC,750,60,1500,750,3000,80,7000,XXXXX,-1
21170412,69,669.05352555,2,22,02,01,02,01,18,-1,01,2,NY,36,2,01,01,02,04,2,02,2,-1,03,01,03,01,2,200807,01,02,12,TC,50,5,300,25,300,5,750,15380,1280
21170449,49,1773.5087443,0,31,03,02,02,01,03,-1,01,1,IL,17,1,01,01,01,05,1,01,1,01,03,04,06,02,0,200902,01,09,3,TC,750,20,1500,350,300,20,750,16980,1602
21170971,72,2321.6775251,1,32,03,02,02,-7,02,-1,01,1,WI,55,0,02,03,02,04,1,02,1,01,02,01,04,01,0,200809,01,09,4,U,7000,80,7000,5000,17000,80,30000,33340,5082
21171259,16,84.571604031,2,72,07,03,02,01,14,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,02,04,06,02,0,200808,01,10,0,TC,50,20,50,25,50,20,50,12420,0640
21172135,79,115.45334156,2,52,05,03,02,02,17,-1,01,2,NC,37,2,01,01,02,04,2,02,2,-1,04,01,02,01,2,200901,01,02,14,C,1500,80,3000,1500,750,70,3000,XXXXX,3120
21172292,31,318.03100088,2,72,07,03,01,01,04,-1,01,2,TX,48,0,01,01,02,04,2,02,2,-1,01,01,04,01,0,200805,01,10,5,C,1500,30,7000,350,1500,30,7000,41700,7240
21172452,65,94.543616566,2,53,05,03,02,01,12,-1,01,3,VA,51,2,01,01,03,03,2,02,3,-1,05,04,06,02,1,200812,01,06,7,TC,50,5,300,25,50,5,300,40060,XXXX
21173486,86,34.157161827,2,21,02,01,02,01,18,-1,01,2,NY,36,2,01,01,01,05,2,01,2,-1,01,01,05,01,2,200902,01,10,6,TC,300,5,1500,750,300,5,1500,35620,5602
21173954,44,27.484834243,3,43,04,02,02,01,18,-1,01,4,SD,46,6,01,01,03,01,3,02,3,-1,03,01,01,01,2,200812,02,06,10,C,1500,50,7000,5000,3000,40,7000,XXXXX,XXXX
21175293,55,620.92077484,2,64,06,03,02,01,14,-1,01,4,TN,47,3,01,01,04,06,2,02,3,-1,02,04,06,02,2,200808,01,04,8,TC,50,20,50,25,50,20,50,XXXXX,-1
21175341,48,176.56590472,2,53,05,03,02,01,16,-1,01,4,VA,51,2,01,01,03,03,2,02,4,-1,06,01,03,01,2,200810,01,06,12,TC,300,5,750,750,750,5,1500,40060,XXXX
21175501,97,523.34999862,2,72,07,03,02,01,08,-1,01,3,TX,48,2,01,01,02,05,2,02,1,-1,03,01,04,01,1,200810,02,03,9,S,750,5,3000,350,750,5,3000,26420,3362
21175631,29,1445.1196914,4,51,05,03,02,01,13,-1,01,4,DE,10,5,01,01,01,05,4,01,4,-1,01,01,05,01,4,200805,01,08,27,S,3000,30,7000,750,1500,0,7000,37980,6162
21175789,78,25.020455739,2,43,04,02,02,01,06,-1,01,2,IA,19,2,01,01,03,01,2,02,1,-1,03,01,01,01,1,200903,02,10,2,C,3000,60,7000,5000,3000,5,7000,XXXXX,XXXX
21175891,45,1517.01372,2,53,05,03,02,01,04,-1,01,2,FL,12,2,02,01,03,02,2,02,2,-1,06,04,06,02,0,200902,01,10,9,TC,50,20,50,25,50,20,50,XXXXX,XXXX
21176106,17,541.54185519,3,33,03,02,02,01,17,-1,01,4,IN,18,4,01,01,03,02,2,02,4,-1,06,01,02,01,1,200806,01,06,10,C,3000,30,7000,350,3000,20,7000,XXXXX,XXXX
21176209,2,86.786737087,2,74,07,03,02,01,03,-1,01,2,TX,48,2,01,01,04,06,2,02,2,-1,07,04,06,02,0,200812,01,10,6,TC,50,30,50,25,750,40,1500,XXXXX,-1
21176580,31,256.94658091,2,72,07,03,02,01,18,-1,01,3,TX,48,2,01,01,02,05,2,02,3,-1,01,01,04,01,2,200812,01,06,7,S,750,40,1500,1500,1500,30,3000,19100,1922
21176601,47,27.869105157,2,24,02,01,02,01,07,-1,01,2,NY,36,1,01,02,04,06,2,02,2,-1,06,01,01,01,2,200901,01,02,14,S,300,50,750,150,750,30,750,XXXXX,-1
21176704,52,278.70808633,1,91,09,04,02,01,06,-1,01,1,CA,06,1,01,03,01,05,1,01,1,01,05,01,03,01,0,200812,01,09,0,S,3000,0,3000,350,3000,0,3000,41860,7362
21176834,51,119.76711289,2,92,09,04,02,97,18,-1,01,4,CA,06,2,01,01,02,04,2,02,3,-1,02,04,06,02,1,200806,02,04,2,S,300,5,1500,350,300,5,1500,41740,7320
21177206,37,8.7894747192,2,82,08,04,02,01,09,-1,01,2,AZ,04,3,01,03,02,05,2,02,2,-1,02,01,04,01,0,200809,01,10,9,S,3000,20,3000,5000,3000,30,3000,38060,6200
21177644,14,332.50965694,1,52,05,03,02,01,04,-1,01,1,NC,37,2,01,01,02,04,1,02,1,01,04,04,06,02,0,200807,01,01,3,TC,300,30,750,150,300,40,750,XXXXX,1520
21178502,47,28.129548675,2,92,09,04,02,01,18,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,03,01,04,01,0,200806,01,10,12,S,1500,5,3000,1500,3000,5,7000,41740,7320
21178995,82,90.154345944,2,53,05,03,02,01,11,-1,01,2,VA,51,3,01,01,03,01,2,02,2,-1,05,02,06,01,0,200902,01,10,7,TC,300,40,750,750,300,30,300,XXXXX,XXXX
21179134,31,9458.8030628,1,34,03,02,01,01,-7,-1,01,1,MI,26,1,02,03,04,06,1,02,1,01,01,04,06,02,0,200811,01,01,0,TC,50,20,50,75,300,30,300,XXXXX,-1
21179219,33,19.208789006,1,83,08,04,02,01,18,-1,01,2,AZ,04,2,01,03,03,03,2,02,2,-1,03,01,03,01,2,200809,01,02,2,S,750,20,1500,150,750,30,1500,XXXXX,XXXX
21181137,82,94.664538864,1,92,09,04,02,01,10,-1,01,1,CA,06,1,01,04,02,04,1,02,1,01,04,01,04,01,0,200811,01,01,4,S,750,20,1500,1500,3000,5,7000,41740,7320
21181454,54,405.93569123,2,54,05,03,02,01,11,-1,01,2,FL,12,2,01,01,04,06,2,02,2,-1,03,01,01,01,2,200810,01,02,12,TC,750,20,1500,350,750,30,1500,XXXXX,-1
21183140,10,21.373701175,2,23,02,01,02,01,18,-1,01,2,NY,36,2,01,01,03,03,2,02,2,-1,03,01,01,01,0,200809,01,10,11,TC,300,20,750,750,300,5,750,XXXXX,XXXX
21183944,93,71.16048101,3,54,05,03,02,01,07,-1,01,3,VA,51,3,01,01,04,06,3,02,3,-1,04,04,06,02,2,200811,01,10,9,TC,50,30,300,150,50,20,50,XXXXX,-1
21184017,1,67.191486846,2,52,05,03,02,01,-8,-1,01,2,NC,37,3,01,01,02,04,2,02,2,-1,06,01,02,01,2,200810,01,10,8,TC,750,40,1500,3000,300,5,1500,XXXXX,3120
21184053,74,198.44523879,1,53,05,03,02,01,04,-1,01,1,FL,12,1,01,01,03,02,1,02,1,01,01,01,02,01,0,200808,01,09,4,C,750,20,1500,750,1500,20,3000,XXXXX,XXXX
21185238,60,259.21061326,2,72,07,03,02,01,18,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,05,02,06,01,2,200810,01,02,11,C,750,40,3000,750,1500,40,3000,41700,7240
21185386,89,97.621862825,2,53,05,03,02,01,10,-1,01,4,SC,45,3,01,01,03,03,2,02,3,-1,01,01,02,01,1,200809,02,06,14,C,1500,50,3000,1500,1500,40,3000,XXXXX,XXXX
21185425,93,634.73452164,2,94,09,04,02,01,16,-1,01,2,CA,06,2,01,01,04,06,2,02,2,-1,05,04,06,02,2,200810,01,02,6,TC,50,30,50,25,50,30,50,XXXXX,-1
21185546,89,114.62530581,2,52,05,03,02,01,18,-1,01,3,NC,37,2,01,01,02,04,2,02,3,-1,03,04,06,02,1,200902,01,06,11,TC,300,40,750,150,300,20,750,XXXXX,3120
21185751,59,50.971780921,2,72,07,03,02,01,18,-1,01,2,TX,48,5,01,01,02,04,2,02,2,-1,06,04,06,02,0,200901,01,10,12,TC,300,5,300,150,300,0,300,41700,7240
21186150,14,828.12890943,1,52,05,03,02,01,03,-1,01,1,FL,12,1,01,02,02,04,1,02,1,01,03,01,04,01,1,200901,01,01,3,S,300,50,1500,1500,300,5,750,45300,8280
21186280,74,368.60113451,1,52,05,03,02,01,12,-1,01,1,VA,51,2,01,01,02,04,1,02,1,01,07,01,04,01,1,200804,01,01,4,S,750,5,3000,25,750,5,3000,47260,5720
21187054,56,95.034394724,2,52,05,03,02,01,17,-1,01,2,VA,51,2,01,01,02,04,2,02,2,-1,02,01,04,01,1,200904,01,02,9,TC,300,20,1500,750,300,20,1500,47260,5720
21187728,20,364.91687562,4,73,07,03,02,01,17,-1,01,4,TX,48,3,01,01,03,01,3,02,4,-1,03,02,06,01,2,200810,01,08,14,TC,50,20,300,75,50,5,300,XXXXX,XXXX
21188033,20,1118.0801198,3,51,05,03,02,03,18,-1,01,3,VA,51,3,01,01,01,05,3,01,3,-1,02,01,05,01,1,200804,01,08,19,C,3000,20,7000,1500,1500,5,7000,47900,8872
21188510,8,76.084423808,2,52,05,03,02,01,07,-1,01,2,NC,37,2,01,02,02,04,2,02,1,-1,04,01,01,01,1,200902,02,02,3,S,750,20,3000,350,750,20,3000,XXXXX,3120
21188903,17,229.81356733,2,52,05,03,02,01,18,-1,01,2,VA,51,3,02,01,02,04,2,02,1,-1,05,04,06,02,0,200811,02,10,2,TC,50,5,50,25,50,20,50,47260,5720
