HOUSEID,WTHHFIN,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,FLAG100,CDIVMSAR,CENSUS_D,CENSUS_R,HHSTATE,HHSTFIPS,HYBRID,MAKECODE,MODLCODE,MSACAT,MSASIZE,OD_READ,RAIL,TRAVDAY,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WHOMAIN,WRKCOUNT,TDAYDATE,VEHAGE,PERSONID,HH_HISP,HH_RACE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,BEST_FLG,BESTMILE,BEST_EDT,BEST_OUT,FUELTYPE,GSYRGAL,GSCOST,GSTOTCST,EPATMPG,EPATMPGF,EIADMPG,VEHTYPE,HH_CBSA,HHC_MSA
20649171,540.67263417,01,2,14,6,1,2,01,72,07,03,TX,48,02,24,010,02,05,16278,02,05,04,06,02,02,12,2007,01,1,200812,2,01,01,07,01,02,04,16278,S,1500,20,3000,750,750,0,3000,01,16278,01,-1,4,788,2.9,2288,23.8594,07,20.6,03,26420,3362
20649519,24.20202663,01,2,14,2,3,2,01,54,05,03,VA,51,-1,12,481,04,06,92493,02,02,02,06,01,02,108,1999,01,0,200901,10,01,02,01,01,01,10,3000,TC,750,40,1500,750,300,50,750,01,1421.7357698,-1,-1,4,155,3.04,469,17.4,01,9.2,04,XXXXX,-1
20649519,24.20202663,02,2,14,2,3,2,01,54,05,03,VA,51,-1,20,091,04,06,52917,02,02,02,06,01,02,120,1999,01,0,200901,10,01,02,01,01,01,10,2000,TC,750,40,1500,750,300,50,750,01,3702.858383,-1,-1,4,285,3.02,861,18.3,13,13,02,XXXXX,-1
20649519,24.20202663,03,2,14,2,3,2,01,54,05,03,VA,51,-1,42,033,04,06,125469,02,02,02,06,01,02,168,1985,01,0,200901,24,01,02,01,01,01,10,1000,TC,750,40,1500,750,300,50,750,01,20265.066666,-1,04,4,1096,3.03,3320,21.1,06,18.5,01,XXXXX,-1
20649573,553.35703,01,2,-7,2,5,2,01,21,02,01,NY,36,02,02,404,01,05,12500,01,03,01,05,01,02,15,2006,99,1,200902,3,99,02,01,01,01,02,12000,S,1500,0,3000,1500,1500,0,7000,03,9973.9110459,01,-1,4,534,3.2,1709,22.4,01,18.7,03,35620,5602
20649573,553.35703,02,2,-7,2,5,2,01,21,02,01,NY,36,02,62,421,01,05,27600,01,03,01,05,01,02,17,2006,02,1,200902,3,02,02,01,01,01,02,12000,S,1500,0,3000,1500,1500,0,7000,01,8966.8059453,-1,-1,4,587,3.2,1878,18.5279,01,15.3,03,35620,5602
20649573,553.35703,03,2,-7,2,5,2,01,21,02,01,NY,36,02,45,421,01,05,19320,01,03,01,05,01,02,36,2006,01,1,200902,3,01,02,01,01,01,02,6500,S,1500,0,3000,1500,1500,0,7000,01,7863.5752144,-1,-1,4,494,3.2,1581,19.6,01,15.9,03,35620,5602
20649573,553.35703,04,2,-7,2,5,2,01,21,02,01,NY,36,02,35,048,01,05,55000,01,03,01,05,01,02,72,2003,99,1,200902,6,99,02,01,01,01,02,8000,S,1500,0,3000,1500,1500,0,7000,03,8751.4955645,-1,-1,4,429,3.2,1373,24.8,01,20.4,01,35620,5602
20649573,553.35703,05,2,-7,2,5,2,01,21,02,01,NY,36,-1,72,709,01,05,1755,01,03,01,05,01,-1,24,2006,99,1,200902,3,99,02,01,01,01,02,1500,S,1500,0,3000,1500,1500,0,7000,07,1500,-1,-1,4,27,3.25,86,56.5,99,56.5,07,35620,5602
20649649,443.15473591,01,3,10,5,1,4,01,23,02,01,NY,36,02,20,002,03,02,28486,02,02,01,01,01,02,12,2007,02,3,200810,2,02,02,01,01,01,06,14000,TC,300,5,750,150,300,5,750,01,8712.0831678,-1,-1,4,382,3.2,1222,27.7642,01,22.8,01,XXXXX,XXXX
20650412,539.17935981,01,3,10,3,3,3,02,53,05,03,NC,37,-1,18,002,03,01,102000,02,03,02,06,01,02,84,2001,02,0,200806,8,02,02,01,01,01,10,7000,TC,300,30,300,75,300,20,300,01,5696.3517602,-1,-1,4,277,3.03,838,26.6,01,20.6,01,XXXXX,XXXX
20650412,539.17935981,02,3,10,3,3,3,02,53,05,03,NC,37,-1,20,037,03,01,60053,02,03,02,06,01,02,84,2001,03,0,200806,8,03,02,01,01,01,10,3000,TC,300,30,300,75,300,20,300,03,2857.2385531,-1,-1,4,157,3.02,474,27.4,01,18.2,01,XXXXX,XXXX
20650412,539.17935981,03,3,10,3,3,3,02,53,05,03,NC,37,-1,20,481,03,01,98318,02,03,02,06,01,02,192,1992,01,0,200806,17,01,02,01,01,01,10,2500,TC,300,30,300,75,300,20,300,01,5407.3879655,-1,-1,4,330,3.03,997,21.4,06,16.4,04,XXXXX,XXXX
20650878,338.02463851,01,5,14,5,3,3,01,73,07,03,TX,48,02,07,482,03,01,54536,02,06,04,06,02,02,36,2005,02,3,200804,4,02,02,01,01,01,06,18000,TC,50,20,300,75,50,20,300,01,17324.919232,-1,-1,4,1187,2.9,3446,16.8,01,14.6,04,XXXXX,XXXX
20650878,338.02463851,02,5,14,5,3,3,01,73,07,03,TX,48,02,53,405,03,01,80937,02,06,04,06,02,02,72,2002,01,3,200804,7,01,02,01,01,01,06,12000,TC,50,20,300,75,50,20,300,01,28758.58312,-1,-1,4,1517,2.9,4404,21.3,01,19,03,XXXXX,XXXX
20650878,338.02463851,03,5,14,5,3,3,01,73,07,03,TX,48,-1,20,016,03,01,142165,02,06,04,06,02,02,24,1997,03,3,200804,12,03,02,01,01,01,06,5000,TC,50,20,300,75,50,20,300,01,15200.30276,-1,-1,4,525,2.9,1524,33.6,01,28.9,01,XXXXX,XXXX
20651585,22.701668585,01,2,17,2,3,2,01,54,05,03,VA,51,02,20,473,04,06,14706,02,04,04,06,02,02,36,2005,02,0,200807,4,02,02,01,01,01,10,4000,TC,50,5,50,25,50,5,50,01,6496.7939312,-1,-1,4,336,3.03,1017,24.5,01,19.3,04,XXXXX,-1
20651585,22.701668585,02,2,17,2,3,2,01,54,05,03,VA,51,02,20,402,04,06,88876,02,04,04,06,02,02,60,2003,01,0,200807,6,01,02,01,01,01,10,17000,TC,50,5,50,25,50,5,50,01,18087.946167,-1,-1,4,895,3.03,2712,23.2,01,20.2,03,XXXXX,-1
20651585,22.701668585,03,2,17,2,3,2,01,54,05,03,VA,51,-1,41,034,04,06,31968,02,04,04,06,02,02,204,1993,01,0,200807,16,01,02,01,01,01,10,25,TC,50,5,50,25,50,5,50,01,1760.0996598,-1,-1,4,132,3.02,399,23.5,01,13.3,01,XXXXX,-1
20651772,60.682719426,01,2,17,2,2,2,01,23,02,01,NY,36,02,07,482,03,02,54695,02,05,04,06,02,02,60,2003,02,1,200808,6,02,02,01,01,01,10,10000,TC,50,20,300,150,50,5,300,01,8458.9855324,-1,-1,4,597,3.2,1910,17.3,01,14.2,04,XXXXX,XXXX
20651772,60.682719426,02,2,17,2,2,2,01,23,02,01,NY,36,02,07,041,03,02,104270,02,05,04,06,02,02,72,2002,01,1,200808,7,01,02,01,01,01,10,17000,TC,50,20,300,150,50,5,300,01,8693.7263425,-1,-1,4,398,3.2,1273,26.6,01,21.8,01,XXXXX,XXXX
20651932,224.78637791,01,2,13,2,2,2,01,23,02,01,NY,36,02,12,471,03,03,53168,02,07,04,06,02,02,9,2002,02,2,200810,7,02,02,01,01,01,02,20000,TC,300,5,750,75,300,5,750,01,20184.766107,-1,-1,4,946,3.2,3026,24.3,01,21.3,04,XXXXX,XXXX
20651932,224.78637791,02,2,13,2,2,2,01,23,02,01,NY,36,02,24,001,03,03,38224,02,07,04,06,02,02,-1,2002,01,2,200810,7,01,02,01,01,01,02,-1,TC,300,5,750,75,300,5,750,04,8946.3381214,-1,-1,4,354,3.2,1131,30.7,06,25.3,01,XXXXX,XXXX
20652069,405.45136632,01,1,18,1,2,1,01,23,02,01,NY,36,02,37,402,03,03,13364,02,07,01,03,01,02,24,2006,01,1,200804,3,01,02,01,01,01,01,7000,TC,750,0,3000,75,750,5,1500,01,5224.4538827,-1,-1,4,241,3.2,770,28.4,01,21.7,03,XXXXX,XXXX
20652069,405.45136632,02,1,18,1,2,1,01,23,02,01,NY,36,-1,07,041,03,03,77328,02,07,01,03,01,02,84,2001,01,1,200804,8,01,02,01,01,01,01,7000,TC,750,0,3000,75,750,5,1500,01,156.08074133,-1,-1,4,11,3.22,36,26.8,01,14.1,01,XXXXX,XXXX
20652630,22.0968961,01,3,09,3,2,3,01,83,08,04,AZ,04,02,20,037,03,03,35002,02,03,04,06,02,02,36,2005,03,1,200809,4,03,02,01,01,04,10,2500,S,300,5,300,750,300,5,750,01,644.50228468,-1,01,4,41,3.16,130,29.8,01,15.6,01,XXXXX,XXXX
20652630,22.0968961,02,3,09,3,2,3,01,83,08,04,AZ,04,02,20,002,03,03,54333,02,03,04,06,02,02,36,2005,02,1,200809,4,02,02,01,01,04,10,2500,S,300,5,300,750,300,5,750,01,10884.114696,-1,-1,4,446,3.15,1404,29.1,01,24.4,01,XXXXX,XXXX
20652760,63.94267631,01,2,17,2,2,2,01,53,05,03,GA,13,02,48,045,03,02,25398,02,04,01,02,01,02,24,2006,02,1,200808,3,02,02,01,01,02,02,12000,S,750,20,3000,1500,1500,30,7000,01,14389.614412,-1,-1,4,582,3.03,1762,28.825,07,24.7,03,XXXXX,XXXX
20652760,63.94267631,02,2,17,2,2,2,01,53,05,03,GA,13,02,49,442,03,02,55930,02,04,01,02,01,02,72,2002,01,1,200808,7,01,02,01,01,02,02,10000,S,750,20,3000,1500,1500,30,7000,01,12140.921417,-1,-1,4,580,3.03,1758,24.7,01,20.9,02,XXXXX,XXXX
20653093,501.75043494,01,1,08,1,1,1,01,54,05,03,GA,13,02,21,021,04,06,54330,02,06,01,01,01,02,36,2003,01,0,200812,6,01,02,01,02,03,09,1000,TC,750,40,750,750,1500,30,1500,01,4247.4063577,-1,-1,4,201,3.02,607,28.9,01,21.2,01,XXXXX,-1
20653383,565.49986409,01,2,16,3,3,2,01,93,09,04,CA,06,01,20,421,03,01,14342,02,02,01,01,01,02,-1,2008,03,2,200807,1,03,01,01,01,01,06,-1,TC,300,20,750,350,300,30,750,04,30256.478792,-1,-1,4,1203,3.31,3981,28.2089,01,25.2,03,XXXXX,XXXX
20653383,565.49986409,02,2,16,3,3,2,01,93,09,04,CA,06,02,20,481,03,01,13886,02,02,01,01,01,02,-1,2002,01,2,200807,7,01,01,01,01,01,06,-1,TC,300,20,750,350,300,30,750,04,1742.0989085,02,-1,1,171,3.61,616,18.1,01,10.2,04,XXXXX,XXXX
20653383,565.49986409,03,2,16,3,3,2,01,93,09,04,CA,06,-1,14,-8,03,01,-1,02,02,01,01,01,-1,-1,1993,-1,2,200807,16,-1,01,01,01,01,06,-1,TC,300,20,750,350,300,30,750,06,3253.6387005,-1,-1,4,143,3.3,471,33.1,01,22.8,01,XXXXX,XXXX
20653767,73.280244749,01,2,08,2,2,2,01,21,02,01,NY,36,-1,35,402,01,05,71464,01,05,04,06,02,02,11,2001,01,1,200808,8,01,02,01,01,04,02,3272.7272727,TC,50,5,300,25,50,5,300,01,5056.6259202,-1,-1,4,331,3.2,1060,20.1,01,15.3,03,XXXXX,5602
20653767,73.280244749,02,2,08,2,2,2,01,21,02,01,NY,36,-1,35,472,01,05,70654,01,05,04,06,02,02,12,1998,02,1,200808,11,02,02,01,01,04,02,10000,TC,50,5,300,25,50,5,300,01,6219.2615537,-1,-1,4,285,3.2,911,27.8,01,21.8,04,XXXXX,5602
20654634,581.84000697,01,1,07,1,1,1,01,72,07,03,TX,48,02,63,033,02,05,-1,02,02,01,04,01,02,7,2008,01,0,200811,1,01,02,01,02,01,01,20571.428571,C,3000,70,7000,1500,1500,60,3000,02,9060.9878803,-1,-1,4,312,2.9,904,35.3,01,29.1,01,19100,1922
20654791,78.660739749,01,2,10,2,3,2,01,74,07,03,TX,48,02,19,022,04,06,51186,02,02,02,06,01,02,24,2007,01,0,200808,2,01,02,01,01,01,10,25000,C,750,50,3000,5000,750,50,3000,01,16572.965463,-1,-1,4,824,2.9,2391,23.2253,01,20.1,01,XXXXX,-1
20654791,78.660739749,02,2,10,2,3,2,01,74,07,03,TX,48,02,12,471,04,06,43121,02,02,02,06,01,02,12,2004,02,0,200808,5,02,02,01,01,01,10,25000,C,750,50,3000,5000,750,50,3000,01,16902.91007,-1,-1,4,855,2.9,2481,22.8,01,19.8,04,XXXXX,-1
20654791,78.660739749,03,2,10,2,3,2,01,74,07,03,TX,48,-1,99,XXX,04,06,-8,02,02,02,06,01,02,-1,-8,02,0,200808,-9,02,02,01,01,01,10,-8,C,750,50,3000,5000,750,50,3000,08,-9,-1,-1,4,-9,-9,-9,6.4,99,-9,06,XXXXX,-1
20655864,279.75887413,01,4,17,4,4,4,02,72,07,03,TX,48,02,35,049,02,04,15136,02,06,01,04,01,02,12,2007,01,2,200812,2,01,01,07,01,01,10,15000,S,750,5,3000,1500,750,5,3000,01,10972.643368,-1,-1,4,517,2.9,1501,25.2631,07,21.2,03,41700,7240
20655864,279.75887413,02,4,17,4,4,4,02,72,07,03,TX,48,02,24,007,02,04,3706,02,06,01,04,01,02,14,2007,03,2,200812,2,03,01,07,01,01,10,3000,S,750,5,3000,1500,750,5,3000,01,1161.210222,-1,-1,4,68,2.91,197,32.7243,01,17.2,01,41700,7240
20655864,279.75887413,03,4,17,4,4,4,02,72,07,03,TX,48,02,12,037,02,04,-8,02,06,01,04,01,02,24,2006,02,2,200812,3,02,01,07,01,01,10,5000,S,750,5,3000,1500,750,5,3000,02,11027.084542,-1,-1,4,389,2.9,1128,33.7786,01,28.4,01,41700,7240
20655864,279.75887413,04,4,17,4,4,4,02,72,07,03,TX,48,02,12,021,02,04,55644,02,06,01,04,01,02,36,2005,02,2,200812,4,02,01,07,01,01,10,26500,S,750,5,3000,1500,750,5,3000,01,17176.052772,-1,-1,4,707,2.9,2051,28,01,24.3,01,41700,7240
20656487,1155.5590393,01,2,07,2,3,2,01,34,03,02,WI,55,02,20,403,04,06,39442,02,01,04,06,02,02,18,2006,99,2,200901,3,99,02,01,01,01,02,20000,TC,50,30,50,25,50,5,50,03,14961.970831,-1,-1,4,822,2.94,2417,21.1,01,18.2,03,XXXXX,-1
20656487,1155.5590393,02,2,07,2,3,2,01,34,03,02,WI,55,-1,07,482,04,06,107041,02,01,04,06,02,02,120,1996,01,2,200901,13,01,02,01,01,01,02,3500,TC,50,30,50,25,50,5,50,01,3247.2224756,-1,-1,4,257,2.94,756,18.3,06,12.6,04,XXXXX,-1
20656487,1155.5590393,03,2,07,2,3,2,01,34,03,02,WI,55,-1,18,XXX,04,06,40687,02,01,04,06,02,02,120,1974,01,2,200901,35,01,02,01,01,01,02,1000,TC,50,30,50,25,50,5,50,01,3010.755168,-1,-1,4,171,2.94,501,26.1,06,17.6,01,XXXXX,-1
20656610,241.9300425,01,1,05,2,1,2,01,53,05,03,FL,12,02,20,037,03,02,50875,02,02,01,01,01,02,72,2002,01,0,200810,7,01,02,01,01,04,10,300,S,300,20,750,25,1500,0,1500,01,3387.6271521,-1,-1,4,173,3.06,529,28.1,01,19.6,01,XXXXX,XXXX
20656777,283.55310058,03,2,07,2,1,2,01,22,02,01,NY,36,02,37,441,02,04,29468,02,01,01,03,01,02,48,2004,01,0,200805,5,01,02,01,01,01,10,8000,S,1500,30,3000,1500,7000,40,17000,01,947.15678591,-1,-1,4,74,3.22,239,24.3,01,12.8,02,15380,1280
20657185,538.11067124,01,2,12,2,3,2,01,44,04,02,IA,19,02,12,017,04,06,44000,02,03,04,06,02,02,6,2007,02,2,200810,2,02,02,01,01,01,02,-8,TC,50,20,50,25,50,20,50,04,27892.948579,-1,-1,4,1186,2.94,3487,26.3903,01,23.5,01,XXXXX,-1
20657185,538.11067124,02,2,12,2,3,2,01,44,04,02,IA,19,-1,20,880,04,06,144000,02,03,04,06,02,02,60,1998,01,2,200810,11,01,02,01,01,01,02,10000,TC,50,20,50,25,50,20,50,01,8491.7705062,-1,-1,4,402,2.94,1181,25.8,01,21.1,04,XXXXX,-1
20657185,538.11067124,03,2,12,2,3,2,01,44,04,02,IA,19,-1,19,003,04,06,237000,02,03,04,06,02,02,24,1992,01,2,200810,17,01,02,01,01,01,02,3000,TC,50,20,50,25,50,20,50,01,2765.9586625,-1,-1,4,187,2.94,549,22.4,01,14.8,01,XXXXX,-1
20658735,122.52827499,01,1,05,1,3,1,01,53,05,03,SC,45,02,49,043,03,03,-1,02,07,01,01,01,02,12,2006,01,0,200812,3,01,02,01,01,01,09,8000,C,1500,40,1500,750,750,30,1500,02,26344.039903,-1,-1,4,1000,3.03,3030,29.7,01,26.3,01,XXXXX,XXXX
20658735,122.52827499,02,1,05,1,3,1,01,53,05,03,SC,45,-1,21,003,03,03,-1,02,07,01,01,01,02,36,1974,01,0,200812,35,01,02,01,01,01,09,300,C,1500,40,1500,750,750,30,1500,02,3615.7194119,-1,-1,4,156,3.02,471,32.8,02,23.2,01,XXXXX,XXXX
20658735,122.52827499,03,1,05,1,3,1,01,53,05,03,SC,45,-1,20,481,03,03,-1,02,07,01,01,01,02,240,1974,01,0,200812,35,01,02,01,01,01,09,1000,C,1500,40,1500,750,750,30,1500,02,1612.7614532,-1,-1,4,145,3.05,444,11.1,99,11.1,04,XXXXX,XXXX
20659732,381.79911101,01,2,16,2,2,2,01,53,05,03,FL,12,02,69,054,03,02,12471,02,07,01,02,01,02,21,2007,01,2,200812,2,01,02,01,01,01,02,10000,TC,1500,40,1500,350,1500,40,1500,01,7403.966635,-1,-1,4,271,3.06,828,34.0351,01,27.4,01,XXXXX,XXXX
20659732,381.79911101,02,2,16,2,2,2,01,53,05,03,FL,12,02,49,047,03,02,49513,02,07,01,02,01,02,60,2003,02,2,200812,6,02,02,01,01,01,02,3000,TC,1500,40,1500,350,1500,40,1500,01,402.62818362,-1,-1,4,21,3.07,66,35.8,01,18.8,01,XXXXX,XXXX
20660345,196.64494079,01,1,03,2,1,2,02,72,07,03,TX,48,-1,55,033,02,05,65004,02,02,01,04,01,02,72,-7,01,0,200808,-9,01,02,02,01,01,02,1000,TC,750,20,3000,750,1500,20,7000,02,10390.273192,-1,-1,4,448,2.9,1300,27.7707,01,23.2,01,26420,3362
20661203,93.154862244,01,2,09,2,2,2,01,23,02,01,NY,36,02,18,007,03,03,52685,02,05,04,06,02,02,60,2003,01,0,200809,6,01,02,01,01,01,10,-8,TC,50,20,50,25,50,20,300,04,9764.3100773,-1,-1,4,413,3.2,1322,28.4,01,23.6,01,XXXXX,XXXX
20661203,93.154862244,02,2,09,2,2,2,01,23,02,01,NY,36,02,18,003,03,03,72769,02,05,04,06,02,02,48,2002,02,0,200809,7,02,02,01,01,01,10,8000,TC,50,20,50,25,50,20,300,01,6426.2294717,-1,-1,4,306,3.2,979,26.6,01,21,01,XXXXX,XXXX
20661388,132.30044876,01,2,14,2,3,2,01,43,04,02,SD,46,02,20,481,03,01,7175,02,05,04,06,02,02,12,2007,02,1,200901,2,02,02,01,01,02,02,4000,TC,50,20,300,25,300,40,300,01,7175,01,-1,4,453,2.94,1333,19.7333,01,15.8,04,XXXXX,XXXX
20661388,132.30044876,02,2,14,2,3,2,01,43,04,02,SD,46,02,20,002,03,01,38304,02,05,04,06,02,02,24,2007,01,1,200901,2,01,02,01,01,02,02,2500,TC,50,20,300,25,300,40,300,01,29006.477297,-1,04,4,1171,2.94,3442,27.7642,01,24.8,01,XXXXX,XXXX
20661388,132.30044876,03,2,14,2,3,2,01,43,04,02,SD,46,-1,72,709,03,01,22821,02,05,04,06,02,-1,9,2003,02,1,200901,6,02,02,01,01,02,02,6666.6666667,TC,50,20,300,25,300,40,300,07,6666.6666667,-1,-1,4,118,2.99,353,56.5,99,56.5,07,XXXXX,XXXX
20661584,94.29338594,01,2,09,2,2,2,01,51,05,03,VA,51,02,06,-8,01,05,46218,01,02,01,01,01,02,36,2005,01,2,200804,4,01,02,02,01,01,02,14400,C,750,5,1500,150,1500,5,3000,01,9358.2952646,-1,-1,4,439,3.03,1329,25.8,01,21.3,01,47900,8872
20661584,94.29338594,02,2,09,2,2,2,01,51,05,03,VA,51,-1,20,-8,01,05,93614,01,02,01,01,01,02,84,-8,02,2,200804,-9,02,02,02,01,01,02,5000,C,750,5,1500,150,1500,5,3000,02,7616.0094655,-1,-1,4,362,3.03,1095,26.1,01,21.1,01,47900,8872
20661995,68.460783456,01,2,18,4,2,2,01,53,05,03,VA,51,02,51,401,03,03,72900,02,07,04,06,02,02,3,2005,01,2,200904,4,01,02,01,01,01,06,20000,TC,750,30,1500,350,300,30,1500,01,18609.718844,-1,-1,4,1111,3.03,3366,19.2,01,16.7,03,40060,XXXX
20661995,68.460783456,02,2,18,4,2,2,01,53,05,03,VA,51,-1,58,035,03,03,138099,02,07,04,06,02,02,72,2001,02,2,200904,8,02,02,01,01,01,06,15000,TC,750,30,1500,350,300,30,1500,01,9321.0004282,-1,-1,4,441,3.03,1335,25.6,01,21.1,01,40060,XXXX
20662563,142.64522096,01,1,10,1,2,1,01,92,09,04,CA,06,01,49,046,02,04,13446,02,06,01,04,01,02,15,2007,01,1,200807,2,01,-7,-7,01,01,09,10000,TC,300,5,750,75,300,5,750,01,6195.2913658,-1,-1,4,120,3.31,397,65.7778,01,51.6,01,41740,7320
20662563,142.64522096,02,1,10,1,2,1,01,92,09,04,CA,06,-1,12,481,02,04,125950,02,06,01,04,01,02,216,1990,01,1,200807,19,01,-7,-7,01,01,09,1000,TC,300,5,750,75,300,5,750,01,3251.3482583,-1,-1,4,241,3.3,795,19.6,01,13.5,04,41740,7320
20663074,32.456522281,01,2,06,5,2,2,01,82,08,04,AZ,04,02,37,031,02,05,150238,02,02,04,06,02,02,72,2002,01,2,200810,7,01,02,01,01,01,04,50000,TC,300,20,300,25,300,20,300,01,31722.632715,-1,-1,4,901,3.15,2841,39.4,01,35.2,01,38060,6200
20663074,32.456522281,02,2,06,5,2,2,01,82,08,04,AZ,04,-1,35,443,02,05,124884,02,02,04,06,02,02,84,1999,02,2,200810,10,02,02,01,01,01,04,20000,TC,300,20,300,25,300,20,300,01,17479.415155,-1,-1,4,871,3.15,2743,23.1,01,20.1,02,38060,6200
20664549,46.744360619,01,2,06,2,2,2,01,24,02,01,NY,36,02,20,037,04,06,28410,02,02,04,06,02,02,24,2006,02,0,200808,3,02,02,01,01,01,10,6000,TC,50,20,50,25,50,5,50,01,5343.149271,-1,-1,4,218,3.2,697,31.9904,01,24.5,01,XXXXX,-1
20664549,46.744360619,02,2,06,2,2,2,01,24,02,01,NY,36,-1,20,016,04,06,116343,02,02,04,06,02,02,180,1994,01,0,200808,15,01,02,01,01,01,10,6000,TC,50,20,50,25,50,5,50,01,10853.533437,-1,-1,4,424,3.2,1355,30.5,01,25.6,01,XXXXX,-1
20665265,211.90915109,01,1,-7,2,1,2,02,52,05,03,FL,12,-1,20,441,02,04,61092,02,01,01,03,01,02,60,1991,01,0,200903,18,01,02,06,01,01,10,1500,C,3000,60,7000,750,1500,40,3000,01,11900.442049,-1,04,4,700,3.06,2144,20.1,01,17,02,27260,3600
20667193,148.55776546,01,1,08,1,1,1,01,53,05,03,VA,51,-1,12,401,03,03,127724,02,05,01,03,01,02,120,1996,01,1,200811,13,01,02,01,01,01,01,10000,S,750,5,1500,750,750,20,1500,01,3010.9993992,-1,-1,4,249,3.02,753,17.9,01,12.1,03,40060,XXXX
20668033,100.26332584,01,4,14,6,5,4,01,52,05,03,VA,51,-1,76,091,02,04,9568,02,04,01,04,01,-1,2,2005,04,3,200808,4,04,02,01,01,02,04,600,C,750,20,1500,75,1500,20,3000,07,600,-1,-1,4,11,3.05,32,56.5,99,56.5,07,47260,5720
20668033,100.26332584,02,4,14,6,5,4,01,52,05,03,VA,51,-1,37,441,02,04,114687,02,04,01,04,01,02,24,2001,01,3,200808,8,01,02,01,01,02,04,10000,C,750,20,1500,75,1500,20,3000,01,11149.987566,-1,-1,4,553,3.03,1674,24,01,20.2,02,47260,5720
20668033,100.26332584,03,4,14,6,5,4,01,52,05,03,VA,51,02,07,-8,02,04,36284,02,04,01,04,01,02,36,2003,05,3,200808,6,05,02,01,01,02,04,5000,C,750,20,1500,75,1500,20,3000,01,12460.194125,-1,-1,4,849,3.03,2570,17.3,01,14.7,04,47260,5720
20668033,100.26332584,04,4,14,6,5,4,01,52,05,03,VA,51,02,20,421,02,04,52409,02,04,01,04,01,02,36,2002,06,3,200808,7,06,02,01,01,02,04,3000,C,750,20,1500,75,1500,20,3000,01,9659.5540976,-1,-1,4,574,3.03,1738,20.3,01,16.8,03,47260,5720
20668033,100.26332584,05,4,14,6,5,4,01,52,05,03,VA,51,-1,37,401,02,04,119111,02,04,01,04,01,02,48,1997,04,3,200808,12,04,02,01,01,02,04,10000,C,750,20,1500,75,1500,20,3000,01,6752.8929872,-1,-1,4,445,3.03,1348,19.1,01,15.2,03,47260,5720
20668181,54.972609122,01,2,08,2,3,2,01,54,05,03,GA,13,02,13,005,04,06,64630,02,03,01,01,01,02,36,2002,01,0,200809,7,01,02,01,01,01,10,10000,TC,50,20,300,150,300,20,300,01,10464.167399,-1,-1,4,559,3.03,1693,22.4,01,18.7,01,XXXXX,-1
20668181,54.972609122,02,2,08,2,3,2,01,54,05,03,GA,13,-1,20,431,04,06,97831,02,03,01,01,01,02,96,1998,99,0,200809,11,99,02,01,01,01,10,5000,TC,50,20,300,150,300,20,300,03,3022.4077805,-1,-1,4,248,3.02,751,18,01,12.2,03,XXXXX,-1
20668181,54.972609122,03,2,08,2,3,2,01,54,05,03,GA,13,-1,12,481,04,06,78100,02,03,01,01,01,02,12,1993,99,0,200809,16,99,02,01,01,01,10,5000,TC,50,20,300,150,300,20,300,03,3990.3793296,-1,-1,4,283,3.02,856,19.5,01,14.1,04,XXXXX,-1
20669553,275.21948385,01,3,06,4,2,3,01,23,02,01,NY,36,-1,20,441,03,02,99502,02,06,01,01,01,02,60,1996,02,1,200811,13,02,02,01,01,01,04,6000,S,300,30,750,350,750,5,3000,01,3623.0031621,-1,-1,4,235,3.2,750,21.8,01,15.4,02,XXXXX,XXXX
20669553,275.21948385,02,3,06,4,2,3,01,23,02,01,NY,36,-1,09,019,03,02,102498,02,06,01,01,01,02,11,1992,03,1,200811,17,03,02,01,01,01,04,8727.2727273,S,300,30,750,350,750,5,3000,01,9180.9934954,-1,-1,4,418,3.2,1336,26.6,01,22,01,XXXXX,XXXX
20669656,2060.5761831,01,2,15,2,2,2,01,11,01,01,MA,25,02,49,049,01,05,9292,01,04,01,05,01,02,9,2008,02,2,200901,1,02,02,03,01,03,10,5333.3333333,TC,750,5,1500,150,300,20,1500,01,20464.686175,-1,-1,4,739,2.95,2178,31.5,01,27.7,01,14460,1122
20669656,2060.5761831,02,2,15,2,2,2,01,11,01,01,MA,25,-1,58,033,01,05,117000,01,04,01,05,01,02,156,1995,01,2,200901,14,01,02,03,01,03,10,2500,TC,750,5,1500,150,300,20,1500,01,8819.6637942,-1,-1,4,344,2.94,1012,31.2,01,25.7,01,14460,1122
20669919,37.606849176,01,1,03,2,2,2,01,52,05,03,NC,37,02,12,017,02,04,74000,02,02,01,01,01,02,60,2003,01,0,200811,6,01,02,01,01,01,10,4500,TC,300,5,300,25,300,5,300,01,7267.159969,-1,-1,4,339,3.03,1028,26.7,01,21.4,01,XXXXX,3120
20669919,37.606849176,02,1,03,2,2,2,01,52,05,03,NC,37,-1,12,091,02,04,51352,02,02,01,01,01,02,168,1995,01,0,200811,14,01,02,01,01,01,10,500,TC,300,5,300,25,300,5,300,01,3083.1549796,-1,-1,4,243,3.02,733,18.7,01,12.7,04,XXXXX,3120
